id	size	gc_content	md5	organism	primary_cluster_id	primary_dist	secondary_cluster_id	secondary_dist	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)
CP024262	119846	47.10962401748911	70074adb0ede30c282cb83c339ecfcdc	unknown	AB280	0.06	AJ996	0.025	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBP	NC_011416_00039
CP038167	36802	35.402967230041845	08a6b3e4c1cb6306caa02f3e064f504f	unknown	AB756	0.06	AK664	0.025	rep_cluster_185,rep_cluster_589,rep_cluster_1118	001274__DQ198088_00024,002005__CP012876_00012,000382__CP017110	MOBV,MOBV	NC_016821_00017,NC_010936_00005
CP028873	60361	26.23548317622306	10ebb86ab7dc81147933d4574a216a24	unknown	AB575	0.06	AK416	0.025				
NC_010685	2473	30.812778002426203	e29ee4c3e3add41764892c15fb7e3f5e	unknown	AC627	0.06	AL894	0.025	rep_cluster_1947	001391__NC_019143_00002		
CP019982	89354	39.80347829979632	7a7e0c748c9699714fb6ff498f4d0ec3	unknown	AC191	0.06	AL284	0.025	rep_cluster_707	002177__CP014900	MOBQ,MOBP	NC_011352_00007,NC_015979_00031
CP026171	341250	49.98886446886447	8b317dae766310bb686ca18ece02c758	unknown	AA543	0.06	AI730	0.025	IncP	000164__NC_022344_00310	MOBP,MOBP,MOBH	NC_022344_00316,NC_021576_00050,NC_019360_00106
CP015355	109822	33.74460490612081	83bafeacdb34618d3af364261ee51f88	unknown	AC400	0.06	AL576	0.025	rep_cluster_920	002409__CP001180		
CP044655	2906	29.93805918788713	dc3ae61f8b2431d561f4502e27dcddda	unknown	AD822	0.06	AN482	0.025				
CP013201	11169	55.636135732831946	a589723aa07a1897757b09300cef5f24	unknown	AG758	0.06	AQ814	0.025				
CP002152	66911	62.937334668440165	8f55c969412f2dd1b979aa8ed110fd54	unknown	AC245	0.06	AL355	0.025	IncP	000182__CP002151_00001	MOBP	NC_008357_00089
MK262711	91072	50.75764230498946	1e1e11a6cea0a97c1c76d924858fa9a6	unknown	AA440	0.06	AI512	0.025	IncFII,IncFIA	000129__CP018340,000093__KX023259_00112	MOBF	NC_021231_00058
HG796802	2003	33.54967548676984	4c254cd2934dd932bb525cb8b509a202	unknown	AG759	0.06	AQ815	0.025				
CP003443	10942	19.08243465545604	097de6c242f4cd30633ef46818619b6e	unknown	AF507	0.06	AP464	0.025				
CP013813	33556	40.61866730241984	0d6a33b86e277d426a8f51921ae71009	unknown	AA729	0.06	AJ028	0.025				
KY689238	85874	55.97270419451755	271c82e6cc74e32855bb62dd314a6279	unknown	AA031	0.06	AH590	0.025	IncR,IncU	000206__KY689238_00001,000210__KF623109_00045		
CP016526	261310	46.66067123340094	5b685361a5041d785cc89c1d8eef5190	unknown	AA739	0.06	AJ059	0.025	IncH,rep_cluster_1088	000139__NC_012555_00001,000338__NC_021819	MOBH	NC_012555_00231
CP026423	40249	37.36738800963999	99b1875229c4be1502011be448101455	unknown	AC958	0.06	AM342	0.025				
NC_003425	5280	21.96969696969697	717efd0508b63d7418068e69c018066a	unknown	AE201	0.06	AN929	0.025	rep_cluster_1526	000881__NC_003425_00001		
NC_012107	22471	28.5612567308976	067edba0da341359bc28e376681ce06d	unknown	AA253	0.06	AI001	0.025				
CP025123	129321	38.68899869317435	06357a55047058115268bd9e689593e9	unknown	AG760	0.06	AQ816	0.025				
CP044641	5259	25.82239969575965	67e6810a558f68e75a4dfb4b1134c919	unknown	AE986	0.06	AO880	0.025				
CP037231	5899	25.377182573317512	68668f3852bbad64945caee7d02dbe0f	unknown	AC847	0.06	AM199	0.025				
CP017959	56791	35.96520575443292	b940cf18086c38046f561bc8bbb2f423	unknown	AE886	0.06	AO752	0.025	rep_cluster_707	002180__CP003141_00004		
CP002518	5360	46.026119402985074	39fd08aa240aa4999652c4963feca6f8	unknown	AA150	0.06	AH789	0.025	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBP	NC_016903_00002
CP010239	184614	50.65325489941175	8ba5e9388de1cf414a7215d00e0936f9	unknown	AA338	0.06	AI285	0.025	ColRNAI_rep_cluster_1291,IncFIB,IncFIIA,IncFII	000002__NC_009781,000095__NZ_CP014273_00094,000136__AP014877_00014,000121__CP024805	MOBP,MOBF	NC_011416_00039,NC_017627_00068
FM865442	7471	36.220050863338244	d82f311566144ce4b752892158dacabb	unknown	AA742	0.06	AJ062	0.025	rep_cluster_308,rep_cluster_1583	001618__CP003964_00004,000959__NC_001372_00007		
CP011408	51383	40.87927913901485	a467d0b5d40c775827a6c058a141b57a	unknown	AG009	0.06	AQ021	0.025	rep_cluster_1486	000826__CP011408_00048		
CP013623	4397	31.817148055492382	bba575b2e201fe43a7c66f50ffaf31d6	unknown	AA010	0.06	AH549	0.025	rep_cluster_1118	000394__NC_020237_00001	MOBP	NC_012000_00003
CP001583	7326	32.88288288288288	fdd684d87e6c2ce0f4110e73fd67f354	unknown	AB771	0.06	AK693	0.025			MOBP	NC_019564_00009
CP032461	61159	41.57033306626989	6848cbd6b45d66d0025742bd5701ccdd	unknown	AA910	0.06	AJ355	0.025	rep_cluster_1328	000647__CP018212_00009	MOBQ	NC_020821_00023
CP022727	130525	55.4981804252059	0ed270bf1aa62528216a374f67aed074	unknown	AG654	0.06	AQ705	0.025	rep_cluster_1099	000354__NC_018978_00001		
CP015205	65393	62.51280718119676	b56054bb2effa92165c67e1f82e65506	unknown	AG514	0.06	AQ557	0.025	rep_cluster_1311	000630__CP003762_00110	MOBP	NC_022125_00033
CP042519	176400	53.37528344671202	acb5f373c685bfaa3be6889aa21cbbda	unknown	AA045	0.06	AH628	0.025	IncFII,IncFIB,IncFII	000113__CP022035,000101__NZ_CP012345_00042,000122__JQ418538	MOBF	NC_021501_00073
CP014146	5926	25.61592980087749	8505b87df205672cffdf8ed033159160	unknown	AF794	0.06	AP793	0.025	rep_cluster_1380	000719__CP014146		
CP044829	2109	27.690848743480323	93c0b9bae8c9f7f514a8da4a63332a64	unknown	AD053	0.06	AM472	0.025				
CP031296	60038	42.28155501515707	b9607f368680a50e44b9b941afc37fa7	unknown	AA372	0.06	AI350	0.025	IncI2	000147__CP006264_00003	MOBP	NC_022520_00030
CP013279	127938	32.42039112695212	ed338566a0adead28e4bf2c2d19510c8	unknown	AC387	0.06	AL562	0.025	rep_cluster_125	000558__CP013279		
CP019693	5114	46.36292530308956	317ee434e83d806ff719b1a69f774457	unknown	AA974	0.06	AJ473	0.025	ColRNAI_rep_cluster_1291	000001__EU090225_00001	MOBQ	NC_013719_00001
FR820585	80123	57.87227138274903	9f9456ef352899a7f382567c118dc05b	unknown	AA231	0.06	AH951	0.025	rep_cluster_283	001573__FR820585_00001	MOBP	NC_019265_00015
CP026654	76609	70.65618922058766	fc93ec1c24fb930135dbe4ef17046989	unknown	AB898	0.06	AK871	0.025	rep_cluster_26,rep_cluster_1910,rep_cluster_1879	001537__AP005645_00021,001349__NC_020545_00078,001314__CP003276_00049		
NC_019013	50572	44.603733291149254	dedf50d60a182a570a48490263d647be	unknown	AB229	0.06	AJ907	0.025	IncX1	000215__KC853434_00019	MOBP	NC_019096_00001
KJ484626	166594	50.85897451288762	0d574ca8e1024706557e04ab427fd82f	unknown	AA319	0.06	AI205	0.025	IncFIIA,IncFII,IncFIB,IncQ1	000136__AP014877_00014,000121__CP024805,000095__NZ_CP014273_00094,000195__NC_013728_00014	MOBF,MOBP	NC_017627_00068,NC_011416_00039
AP011131	49961	53.88202798182582	c2d0ddf354ae98d7e553359ee2785e79	unknown	AC874	0.06	AM231	0.025	rep_cluster_762	002241__CP019879	MOBP,MOBQ	NC_013210_00118,NC_016028_00030
KY075651	64078	42.94141515028559	3b5834f974dd41b0b0f85f98c3a691ba	unknown	AA372	0.06	AI350	0.025	IncI2	000147__CP006264_00003	MOBP,MOBP	NC_022520_00030,NC_011416_00039
CP024832	96987	47.62700155690969	81f49c9602bb0ac577d2a6c75eef8bcc	unknown	AA378	0.06	AI383	0.025	IncY	000230__CP009168_00001		
CP013669	57445	37.28261815649752	eb4cc4830c12da440949859a6b8c71d3	unknown	AD943	0.06	AN638	0.025	rep_cluster_715	002187__CP012509		
CP035205	58460	52.65993841943209	380a7078a2a040d42ae67e9862ac2060	unknown	AA966	0.06	AJ461	0.025	IncFII	000119__MF133496_00001	MOBP	NC_021198_00256
NC_024955	109191	50.64611552234158	cc691d3530116ec29505f1acfc969bfe	unknown	AA474	0.06	AI598	0.025	IncI1	000145__HE610900_00001	MOBP	NC_019097
CP001249	30270	24.202180376610507	8929ca29152e8a07d5fdfefca51eb6e8	unknown	AC919	0.06	AM287	0.025				
CP016593	267949	61.32137085788713	4b507defc64ede527144ed145c80a283	unknown	AC807	0.06	AM148	0.025	IncP	000186__NC_014621_00248	MOBP	NC_017386_00037
NC_021993	9914	50.746419205164415	a3085028688bc8ac5e63634f2514d437	unknown	AE630	0.06	AO454	0.025			MOBV	NC_021993_00002
HG796854	1606	45.39227895392279	a8774b07d3d7f56272c8638b03bd0d62	unknown	AG761	0.06	AQ817	0.025				
CP002768	72392	43.61255387335617	7a686fe96c70dc5e4663d52d00ba3289	unknown	AC915	0.06	AM281	0.025	rep_cluster_559	001958__CP002768_00010	MOBF	NC_017572_00015
CP034796	94189	47.89943623990062	0f4bfa0b56a1031655088b31aa85aa99	unknown	AA345	0.06	AI296	0.025	IncFIB,IncFIIA,IncFII	000095__NZ_CP014273_00094,000136__AP014877_00014,000121__CP024805	MOBP	NC_011416_00039
CP024277	100184	47.76910484708137	e0a6c933f66404336b9d1a1a0c4f42a2	unknown	AB280	0.06	AJ996	0.025	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBP	NC_011416_00039
CP032876	5167	47.5130636733114	bf19b279318f55dcf788a930ce73a20e	unknown	AA977	0.06	AJ479	0.025	ColRNAI_rep_cluster_1291	000001__EU090225_00001	MOBQ	NC_019783_00003
CP019906	29168	51.121091607240814	adbe72df26c9912c9dd9667b00d7f111	unknown	AG294	0.06	AQ321	0.025				
CP031408	30883	29.29767185830392	1d073d0062496c00ac7ecd4dec6f1fab	unknown	AA255	0.06	AI031	0.025				
CP000691	88953	62.12831495284026	823a599d91e3f6f4c6f4672057266847	unknown	AD775	0.06	AN430	0.025	rep_cluster_296	001604__CP000691	MOBF	NC_015178_00177
CP003577	5600	56.55357142857143	a57e2c9c4241d4be8cbdc15b2fbf06e8	unknown	AG762	0.06	AQ818	0.025				
HG796521	1567	46.84109763880026	cf0cf23d7a6c92d5d21f1ca4824f0b00	unknown	AG763	0.06	AQ819	0.025				
CP027606	87025	54.06952025280092	1b752ceebbb643dfe0cd7310900bf241	unknown	AA354	0.06	AI311	0.025	rep_cluster_1418,IncFIA	000759__NC_013950_00034,000093__KX023259_00112		
NC_020131	8969	33.091760508417885	97528132200de3bdd4c1436916e72562	unknown	AG317	0.06	AQ345	0.025	rep_cluster_1478	000817__NC_020131_00009	MOBQ	NC_020131_00006
CP014416	27098	30.52992840800059	c0c94b2c86a1e4ce3a29d186e07d67c4	unknown	AA840	0.06	AJ227	0.025	rep_cluster_1017,rep_cluster_1733	000261__GQ900456,001150__NC_013330_00017		
NC_023911	277682	46.85899698215945	1b38434b9dd290d19d3546092179de45	unknown	AC212	0.06	AL310	0.025	IncU,rep_cluster_1150	000212__CP012556_00176,000430__CP020850	MOBH	NC_018107_00109
JF267653	77331	48.827766355019335	8a70ba05b5a804760ed8382af8886dc4	unknown	AB232	0.06	AJ913	0.025	IncX1,IncFII	000217__NC_019106_00041,000114__CP015527	MOBP,MOBF	NC_019096_00001,NC_017627_00068
CP014422	27068	30.530515738140977	6e76d44ddc61a9e2b498e2f0af72d484	unknown	AA840	0.06	AJ227	0.025	rep_cluster_1017,rep_cluster_1733	000261__GQ900456,001150__NC_013330_00017		
NC_023329	104399	50.72941311698388	246b4a695c317dd7b9b791c0e79a7857	unknown	AA474	0.06	AI597	0.025	IncI1	000145__HE610900_00001	MOBP	NC_019097
NC_019181	4304	37.66263940520446	4f0f934729c696a36e58e89d5b2fe689	unknown	AB946	0.06	AK928	0.025	rep_cluster_1046	000290__NC_019186_00001		
CP044278	7670	33.533246414602345	be3f794e91b89e9d061e03a8aa076e67	unknown	AB614	0.06	AK465	0.025	rep_cluster_1093	000346__KY595969_00008		
CP003433	4807	28.916163927605574	3c06e1b60a0356f4f0761f807bea9c7e	unknown	AE775	0.06	AO621	0.025				
EU330199	151002	49.473516907060834	e2fc8f7338570caaedafbdc69d04322f	unknown	AA176	0.06	AH855	0.025	IncFIB,IncFIIA,IncFII	000095__NZ_CP014273_00094,000136__AP014877_00014,000121__CP024805	MOBP,MOBF	NC_011416_00039,NC_017627_00068
CP033789	276458	33.81743338952029	7b6c1d354bc636926707741c562cb779	unknown	AA795	0.06	AJ152	0.025	rep_cluster_125	000558__CP013279		
CP002289	247895	61.3082151717461	6507ede02989fba5c35ca8ddcb4a315e	unknown	AD461	0.06	AN026	0.025	rep_cluster_179	001216__NC_014642		
CP024332	5868	25.238582140422633	2e3d2365303395060b794cd5e9f3a856	unknown	AC847	0.06	AM199	0.025				
NC_021225	49018	42.013138030927415	707cef5edfd9cff1b3842a9d5b33335d	unknown	AD131	0.06	AM572	0.025	rep_cluster_1607	000990__NC_021225	MOBQ	NC_006377_00033
AP012553	38222	48.90900528491445	76b3e04a32ca7efd9e6c6e716cd82cda	unknown	AG242	0.06	AQ265	0.025	rep_cluster_972	002456__AP012553_00041		
KR653209	351717	47.62152526036558	2105468701da5e2a630ce851ec4cb02f	unknown	AA738	0.06	AJ047	0.025	IncH,IncFII,IncFIIA,rep_cluster_1088	000139__NC_012555_00001,000121__CP024805,000136__AP014877_00014,000340__KU353730	MOBF,MOBH	NC_017627_00068,NC_012555_00231
CP024564	187611	53.066184818587395	306a08bbb3d541438c260daa3ec9e68e	unknown	AA860	0.06	AJ266	0.025	IncA/C2	000092__CP025470	MOBH,MOBH	NC_012885_00072,NC_012690_00071
CP024566	89345	50.68106777100006	21923b8f22e71a1167c1f9731df414c1	unknown	AA553	0.06	AI759	0.025	rep_cluster_1418,IncFIA,IncR	000759__NC_013950_00034,000093__KX023259_00112,000207__CP025517		
NC_011797	7472	42.02355460385439	263c7eebb5b55b3810caec26cafaf3d5	unknown	AF537	0.06	AP499	0.025	rep_cluster_1345	000663__EU574928_00010		
NC_012177	53953	27.440550108427704	5d171ab8af249dfb68a9d3fd1e15d6f3	unknown	AB576	0.06	AK417	0.025				
CP016851	56859	51.4412845811569	17f43a2487d6e01c1089baafb60b3d91	unknown	AE600	0.06	AO415	0.025				
CP016898	78649	37.0176353164058	849f2d663df0ded1f83c6336bd52cbff	unknown	AG764	0.06	AQ820	0.025	rep_cluster_1208	000498__CP016898_00016		
AB189671	36695	25.420356996866058	97f56d562fd6211cf93cbe86992e2315	unknown	AD713	0.06	AN349	0.025	rep_cluster_1713	001126__NC_006872_00017	MOBP	NZ_CM001479_00017
CP024559	89345	50.68106777100006	21923b8f22e71a1167c1f9731df414c1	unknown	AA553	0.06	AI759	0.025	rep_cluster_1418,IncFIA,IncR	000759__NC_013950_00034,000093__KX023259_00112,000207__CP025517		
CP028181	227967	53.42352182552738	7fb0426187a7e024494b7863868a39f2	unknown	AA275	0.06	AI074	0.025	IncFII,IncFII,IncFIB	000113__CP022035,000130__CP023489,000107__CP014778_00094	MOBF	NC_021231_00058
CP034579	11362	31.209294138355922	1ef0b17bca17b1b42994aa854fb1ecc2	unknown	AA208	0.06	AH919	0.025	rep_cluster_556	001952__CP012651_00006		
CP032453	14767	34.36039818514255	705346d0fe16de385cfdcee1fcd25f4f	unknown	AD693	0.06	AN322	0.025				
CP032846	2496	51.44230769230769	38874d169b04ca8c8e99177b2ecb5b6c	unknown	AB040	0.06	AJ580	0.025				
CP037905	98254	47.04846622020477	e43b22f1a63727982e72c6ab800c058b	unknown	AA378	0.06	AI386	0.025	IncH	000138__CP021336_00001		
NC_012035	8021	38.311931180650795	86b197ee9dfc56336c064f18d26c4ed7	unknown	AC360	0.06	AL528	0.025				
CP000004	163186	58.32424350128075	f8fad20746cbdc38321606b86cc12bbe	unknown	AF195	0.06	AP116	0.025	rep_cluster_500	001872__NC_006672_00052	MOBF	NC_006672_00156
CP042405	39649	34.41953138792908	66552ea26562d2db50c7fb5195dcb71a	unknown	AB146	0.06	AJ753	0.025				
CP026753	70730	52.83048211508554	ffdba6496b15a2b64edee91b1310230e	unknown	AB187	0.06	AJ833	0.025	IncR,IncFIA	000204__CP008701_00115,000093__KX023259_00112		
CP023719	39266	42.400550094229104	e6cc70dead57695e3abf0c7a4e398235	unknown	AB779	0.06	AK708	0.025				
CP010709	112841	57.52873512287201	67dd99de57226655ffc422b1fa5a8a16	unknown	AE727	0.06	AO571	0.025	rep_cluster_392	001717__CP019309		
KY463220	104353	52.15087251923759	0cb8a8d4f78b39cffc93a2da51651ae3	unknown	AA323	0.06	AI215	0.025	IncFII,IncFIIA	000121__CP024805,000136__AP014877_00014	MOBF	NC_017627_00068
CP037743	227239	50.067550024423625	a26fa9c355b842e39a6f17070fbee781	unknown	AA406	0.06	AI454	0.025	IncFIB,rep_cluster_1150	000107__CP014778_00094,000430__CP020850		
AM990994	4381	31.636612645514724	aa3d67f82f935b62438193e1d073f41e	unknown	AA010	0.06	AH549	0.025	rep_cluster_1118	000391__NC_005564_00006	MOBP	NC_012000_00003
NC_019268	47274	40.82793924778948	cfbc38c195ad0300935d54fbc1f1b369	unknown	AA079	0.06	AH682	0.025			MOBQ	NC_020818_00001
JX202563	1934	58.169596690796276	822731ad279a6c1f31ae19eb9ae569f2	unknown	AG765	0.06	AQ821	0.025				
DQ185140	2062	34.86905916585839	f4872f14c8f3878343b240fa7e3950f0	unknown	AF086	0.06	AO998	0.025	rep_cluster_1434	000775__NC_017213		
NC_006825	6611	39.267886855241265	e35be747eddf6922cdbcb3578529c35f	unknown	AC100	0.06	AL141	0.025	Inc13	000077__AJ577854_00009	MOBV,MOBV	NZ_ANIP01000001_00004,NZ_AKYF01000029_00006
CP009776	115320	51.24956642386403	35d02153c8c3704f79d137524ea65def	unknown	AA357	0.06	AI322	0.025	IncFIA,IncX3	000093__KX023259_00112,000221__NC_025130_00012	MOBP	NC_020552_00059
MG874043	112943	54.400007083218966	6e09376957af8d31814a430f01557bcf	unknown	AA886	0.06	AJ317	0.025	IncFIB	000107__CP014778_00094	MOBC	NC_014725_00039
CP015021	81401	48.14682866303854	408636a99be024e0e49debf3afe17c4d	unknown	AA345	0.06	AI296	0.025	IncFIB,IncFII,IncFIIA	000095__NZ_CP014273_00094,000121__CP024805,000136__AP014877_00014	MOBP	NC_011416_00039
NC_012204	23914	24.450112904574727	ee2fe9b53e805da07cd843c6ce95a0d3	unknown	AC917	0.06	AM284	0.025				
CP028785	5733	44.77585906157335	8c96243d28a524cafcb5ee7bb2e694cd	unknown	AA101	0.06	AH717	0.025	rep_cluster_2050,ColRNAI_rep_cluster_1987	001473__CP024541,000019__CP000651_00005		
CP014386	26135	30.323321216759137	6bdc3cab1700fa04cf2f3524e527c3ad	unknown	AA840	0.06	AJ227	0.025	rep_cluster_1017,rep_cluster_1733	000261__GQ900456,001150__NC_013330_00017		
CP016902	4066	38.145597638957206	702d6e1154d45fead72aca5e3212c9ae	unknown	AE371	0.06	AO137	0.025			MOBQ	NZ_AFDA02000010_00002
CP029143	134879	51.58549514750258	15a70f54a46f152134e504b4bb7422d0	unknown	AA827	0.06	AJ208	0.025	IncFII,IncFIA	000127__CP009275,000093__KX023259_00112		
CP042552	288659	47.1417832113324	50b4462f57ecfba6832e14b4a774b6ce	unknown	AA739	0.06	AJ059	0.025	IncH,rep_cluster_1088	000139__NC_012555_00001,000338__NC_021819	MOBH	NC_012555_00231
MF156714	115817	51.6245456193823	3e8d91e55ca4ec9ab8c878db1c7a8c7a	unknown	AA170	0.06	AH819	0.025	IncFIA,IncFIIA,IncFII	000094__NZ_CP015070_00117,000136__AP014877_00014,000121__CP024805	MOBF	NC_017627_00068
HG796256	8376	38.94460362941739	b93802f1b634c5f0cda58c99c950b4a2	unknown	AF804	0.06	AP803	0.025	rep_cluster_1563	000932__HG796256_00012		
AP019364	1586	45.7124842370744	b9f2befabbda01d0ef42425b912ca771	unknown	AG747	0.06	AQ803	0.025				
NC_011972	30016	29.057835820895523	6d1b9425b5f8b005a795295f7dab9ee5	unknown	AA253	0.06	AI014	0.025				
CP012178	6462	34.958217270194986	45376f33a99f79a68d1e94cf0255e168	unknown	AB304	0.06	AK023	0.025	rep_cluster_1267	000581__CP011953_00002		
NC_013033	3592	35.96881959910913	6e3de8e039d66290adbda473168cff9d	unknown	AA003	0.06	AH541	0.025	rep_cluster_1078	000328__EU930825_00001	MOBP	NC_019141_00004
CP024554	4510	44.72283813747229	ed3f6793de39fa5242f189c7a66ee2a5	unknown	AA117	0.06	AH742	0.025	rep_cluster_2050,ColRNAI_rep_cluster_1987	001473__CP024541,000019__CP000651_00005		
AP018320	311696	40.02393357630512	49414072ffb0d9574a64cb438885f58d	unknown	AG734	0.06	AQ789	0.025				
KY000049	218205	56.81354689397585	3ec9b9320deba2bf5931143ed3db0a2e	unknown	AB361	0.06	AK101	0.025	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_002147_00108
CP019013	109057	46.51879292480079	764fc47f9b51e651321bdd3f9bda89a2	unknown	AA747	0.06	AJ079	0.025	rep_cluster_488	001852__AP017612_00001		
MG813926	3321	33.2128876844324	06f6064a3c78cfd6a533273dbe2964b4	unknown	AC595	0.06	AL852	0.025	rep_cluster_800	002283__Z22704		
CP021282	129884	37.45726956361061	2d67255bcc0927c7b266b22353293cbd	unknown	AD650	0.06	AN270	0.025	rep_cluster_522	001898__CR628338_00002	MOBF	NC_014544_00030
CP027369	109641	45.80494523034266	f1d513e8969d332dbb03d913e936e186	unknown	AA747	0.06	AJ072	0.025	rep_cluster_488	001852__AP017612_00001		
NC_018998	91019	50.23017172238763	32be48ad24a50ca954d4f1629246204a	unknown	AA336	0.06	AI270	0.025	IncFII,IncFIIA	000121__CP024805,000136__AP014877_00014	MOBP,MOBF	NC_011416_00039,NC_017627_00068
CP002575	9778	59.83841276334629	7915cdbe63d3c2f5a68057ea33b30fa0	unknown	AD701	0.06	AN330	0.025	IncQ2	000200__CP002575_00007	MOBP	NC_015852_00001
CP031767	101638	47.16739802042543	e8b26fc443f578b8fcdb2a930926762d	unknown	AB002	0.06	AJ522	0.025	rep_cluster_1704	001113__CP011430_00070		
NC_017402	30658	28.990801748320177	60ec617c4716059f77b9c75c5f9005ef	unknown	AA252	0.06	AH993	0.025				
MG557851	61805	42.48847180648815	0b4b4d3f31d07074a939f6e87213fa0f	unknown	AA372	0.06	AI350	0.025	IncI2	000147__CP006264_00003	MOBP	NC_022520_00030
CP036742	7214	34.57166620460216	8b26c24f20d0f21028fa2e46a7f5c68d	unknown	AD024	0.06	AM431	0.025				
CP010825	69906	69.15000143049238	9df2bc67abeb739f0b67e86b320ee99c	unknown	AG124	0.06	AQ143	0.025				
MG210938	66183	42.532070169076654	7454b8af429bbbba16be384afec80666	unknown	AA372	0.06	AI350	0.025	IncI2	000147__CP006264_00003	MOBP	NC_022520_00030
CP035747	32261	34.96481820154366	4c30e772f1e9dc67afb0da5ddf8f10cf	unknown	AB136	0.06	AJ738	0.025				
CP023937	279104	52.28122850263701	cb2b32cc75dce1a9b9ab81db64477e16	unknown	AA275	0.06	AI077	0.025	IncFIB,ColRNAI_rep_cluster_1857,IncFII,IncFII	000107__CP014778_00094,000012__CP000801,000113__CP022035,000128__CP023916	MOBF	NC_021231_00058
CP025503	69606	25.548084935206735	0795bf32bd8866334c1e02f2f48466e7	unknown	AB740	0.06	AK638	0.025	rep_cluster_1519	000861__DQ366035		
CP041102	98807	52.86771180179542	fe9f19622480531fbb09322f065e0837	unknown	AA316	0.06	AI194	0.025	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBF	NC_017627_00068
CP017439	92596	47.824960041470476	bc05c2908e8b4971e8877af05cb82d7f	unknown	AA345	0.06	AI296	0.025	IncFIIA,IncFIB,IncFII	000136__AP014877_00014,000095__NZ_CP014273_00094,000121__CP024805	MOBP	NC_011416_00039
AM942760	36289	36.20656397255367	cfcfae207002fb6966d40d146e6ed7e1	unknown	AC863	0.06	AM218	0.025	IncX8	000229__AM942760_00001	MOBP	NC_010555_00037
CP018678	8006	31.9885086185361	ddadc0a4f4581e1541c40a58054d0770	unknown	AB337	0.06	AK066	0.025	rep_cluster_1254	000563__CP015621_00010		
CP039024	30876	35.344604223344994	f2885d3fd593dff39c44b3d7f58d065c	unknown	AC715	0.06	AM017	0.025				
CP021280	88504	40.42190183494532	b15a2c67984b2997da5511c077694809	unknown	AA722	0.06	AJ019	0.025	rep_cluster_522	001897__CP004007_00002		
NC_013345	3961	32.59277960111083	1126559d2fed62f87873e8f9b8568de6	unknown	AC628	0.06	AL896	0.025	Inc11	000054__HG380318_00002	MOBV	NC_013345_00003
KT754163	58871	45.69822153522108	bdae1c752a47c8e5d39147488d982645	unknown	AB233	0.06	AJ921	0.025	IncX1	000216__CP009767_00121	MOBP	NC_019096_00001
HG796793	3924	47.91029561671763	0d4c8b3a94ed229a09775000ccfe2c2a	unknown	AG766	0.06	AQ822	0.025				
HG813250	62206	36.52541555476964	b5300dacb28ae803a130eed90cdd89f6	unknown	AA724	0.06	AJ021	0.025	rep_cluster_102	000270__FR667693_00001	MOBP	NC_013767_00059
CP014745	116883	26.91494913717136	426915f477a8e0dc62721c57caae4911	unknown	AE190	0.06	AN915	0.025			MOBP	NC_022355_00016
